,literacy_home,risk_factors,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y,aspired_occ_b_-1,aspired_occ_b_1,aspired_occ_b_2,aspired_occ_b_3,aspired_occ_b_4,aspired_occ_b_5,aspired_occ_b_6,aspired_occ_b_7,aspired_occ_b_8,aspired_occ_b_9,aspired_occ_b_10,aspired_occ_b_11,aspired_occ_b_12,aspired_occ_b_13,aspired_occ_b_14,aspired_occ_b_15,aspired_occ_b_16,aspired_occ_b_17,aspired_occ_1_-1,aspired_occ_1_1,aspired_occ_1_2,aspired_occ_1_3,aspired_occ_1_4,aspired_occ_1_5,aspired_occ_1_6,aspired_occ_1_7,aspired_occ_1_8,aspired_occ_1_9,aspired_occ_1_10,aspired_occ_1_11,aspired_occ_1_12,aspired_occ_1_13,aspired_occ_1_14,aspired_occ_1_15,aspired_occ_1_16,aspired_occ_1_17
3413,3,1,53.3,54.36,0.019999999999999997,-0.38089999999999996,-1.847,1,0,4,4,2,4,53.27,5,1,8,2,-1.7930000000000001,21,4,1.0,84.0,160.93,217.44,266.35,336,12094.75,5.2,1287440.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,0,1,48.2,54.11,-0.42489999999999994,-1.194,1.001,0,0,13,0,4,4,54.33,5,0,4,6,-0.259,21,6,3.0,273.0,156.64,54.11,271.65,1638,11075.84,7.3,2976159.9999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,3,0,54.04,48.81,0.5710000000000001,0.331,1.1909999999999998,3,1,10,5,3,6,49.19,6,3,8,1,-1.28,32,6,1.0,320.0,152.04,195.24,295.14,1920,20595.96,0.0,5017320.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3416,3,2,60.49,47.46,0.358,0.174,-1.847,1,0,17,4,0,7,57.07,6,1,0,3,0.528,25,2,1.0,425.0,165.02,189.84,342.42,850,22354.92,14.0,1320160.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,2,2,42.38,38.46,-1.3719999999999999,0.601,-1.652,4,5,23,2,0,7,41.2,4,3,4,8,0.23399999999999999,24,2,1.0,552.0,122.04,115.38,164.8,1104,13168.460000000001,4.1,4271400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3418,2,2,45.83,41.54,0.6537,0.0672,0.349,1,0,13,5,0,4,46.29,3,3,5,1,0.019,25,6,2.0,325.0,133.66,161.88500000000002,138.87,1950,16702.812,12.0,6014700.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,1,1,38.66,45.61,-1.1179999999999999,1.5959999999999999,1.001,0,0,4,4,1,6,38.3,6,3,4,2,-1.002,24,3,1.0,96.0,122.57,91.22,229.79999999999998,288,8988.56,8.8,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3420,1,0,53.14,51.65,0.2569,0.2625999999999999,-0.405,1,1,16,4,1,7,45.36,5,3,2,4,-0.013000000000000001,27,3,1.0,432.0,150.14999999999998,126.67999999999999,226.8,1296,15949.882000000001,0.0,4654649.999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3421,2,0,60.47,66.44,1.7719999999999998,1.5959999999999999,0.9228,2,0,25,1,0,6,59.96,6,3,6,1,0.517,30,6,1.0,750.0,186.87,199.32,359.76,4500,30749.399999999994,0.0,5606100.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3422,3,0,48.49,49.31,0.111,1.5959999999999999,0.23399999999999999,4,5,7,1,0,4,45.31,5,4,0,2,-0.51,30,4,2.0,210.0,143.11,197.24,226.55,840,15680.230000000001,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3423,3,1,68.97,75.18,0.03,1.5959999999999999,1.9509999999999998,3,1,24,2,0,7,65.91,6,4,3,1,-0.504,27,6,1.0,648.0,210.06,300.72,395.46,3888,35505.18,3.0,7772220.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3424,2,2,55.56,44.75,-0.11599999999999999,-0.149,0.807,1,0,8,2,0,7,52.6,6,1,0,1,1.27,19,5,1.0,152.0,152.91,134.25,315.6,760,12145.95,14.5,1070370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,3,0,61.95,65.57,1.7719999999999998,1.5959999999999999,1.9509999999999998,2,3,15,2,2,7,60.87,6,4,4,1,1.024,32,6,1.0,480.0,188.39,262.28,365.21999999999997,2880,29492.5,2.7,5274920.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3426,3,3,42.02,50.42,-0.63,0.331,-1.2819999999999998,1,0,6,5,0,4,37.7,3,0,0,3,-0.504,20,5,2.0,161.0,130.14,201.68,113.10000000000001,463,8975.960000000001,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3427,1,0,47.58,45.24,-0.022199999999999952,-0.3082,0.355,1,0,12,2,1,4,42.72,4,2,6,7,-0.755,23,3,2.0,276.0,135.54,90.48,170.88,828,9147.6,1.9,948780.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3428,1,1,55.59,49.8,0.7909999999999999,-0.9329999999999999,0.052000000000000005,0,0,13,3,0,6,49.94,5,1,5,4,-0.258,28,4,2.0,364.0,155.32999999999998,99.6,249.7,1456,14321.299999999997,6.5,2795939.9999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3429,3,0,53.14,52.88,0.35559999999999997,0.09069999999999992,0.46820000000000006,1,0,6,2,0,6,62.48,6,1,0,2,0.265,25,4,2.0,150.0,168.5,206.80699999999996,374.88,600,17799.203999999998,0.0,4044000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3430,3,0,51.73,55.96,-1.831,-2.197,0.29779999999999995,0,2,2,8,0,6,55.39,5,2,0,6,-1.5419999999999998,26,5,2.0,52.0,163.07999999999998,223.84,276.95,260,14022.119999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3431,2,1,55.59,61.75,0.078,-0.68,1.9509999999999998,0,0,10,1,0,6,53.7,6,2,4,2,-0.013000000000000001,23,6,1.0,230.0,171.04000000000002,185.25,322.20000000000005,1380,16745.850000000002,1.0,9578240.000000002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,3,0,63.67,45.73,1.3219999999999998,1.146,1.001,0,3,5,5,0,8,65.16,6,3,2,1,1.811,24,6,1.0,120.0,174.56,182.92,390.96,720,16642.52,7.3,872800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,1,1,45.18,45.49,-0.63,-0.41,0.052000000000000005,0,0,27,5,5,4,46.1,4,0,5,4,0.1566,20,4,2.0,540.0,136.77,90.98,184.4,2160,12942.86,9.0,2735400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3434,3,0,52.92,56.21,1.057,1.115,0.247,2,4,7,8,1,8,57.34,6,3,4,2,-0.755,24,5,1.0,168.0,166.47,224.84,344.04,840,17635.28,0.0,166470.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3435,2,2,28.2,29.47,-0.636,-0.6247999999999999,-1.2872,0,0,6,4,1,4,25.14,3,1,1,3,-0.3012,16,3,1.0,138.8,82.81,111.453,75.42,449,5221.581,13.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3436,1,1,43.49,44.99,0.344,-0.664,0.515,1,2,35,4,6,6,43.7,6,6,3,3,0.032,31,5,1.0,1085.0,132.18,89.98,262.20000000000005,5425,23243.880000000005,7.0,1586160.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3437,1,0,57.24,52.51,-0.63,-0.672,1.9509999999999998,3,0,3,5,0,5,53.26,6,1,3,4,-0.048899999999999964,11,2,2.0,33.0,163.01,105.02,319.56,66,5944.12,0.0,2771170.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3438,3,0,50.21,52.51,0.045499999999999964,0.0034999999999999476,1.9509999999999998,5,1,25,4,0,6,51.87,6,5,0,3,-1.018,25,6,1.0,625.0,154.59,210.04,311.21999999999997,3750,26063.0,0.0,7729500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3439,3,4,38.3,51.4,1.7719999999999998,-0.68,-0.28159999999999996,1,0,6,4,6,6,39.88,2,1,0,4,1.811,22,0,3.0,132.0,129.57999999999998,205.6,79.76,0,7990.08,7.3,777479.9999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3440,2,1,60.01,63.23,1.2690000000000001,0.812,1.001,1,0,6,4,0,8,58.0,6,2,8,0,0.265,28,5,1.0,168.0,181.24,189.69,348.0,840,18281.460000000003,3.0,2174880.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3441,2,0,51.54,48.2,0.1521,0.14300000000000002,0.1553,1,1,25,2,0,8,49.84,6,2,2,2,-1.28,26,5,1.0,650.0,149.58,144.60000000000002,299.04,3250,22625.640000000003,0.0,5384880.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,3,0,63.92,66.8,0.82,0.174,1.9509999999999998,2,2,30,4,3,7,71.51,6,2,3,2,1.811,28,6,1.0,840.0,202.23000000000002,267.2,429.06000000000006,5040,40383.08,0.0,13144950.000000002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3443,3,3,52.85,51.15,-0.21789999999999998,-0.4042,-0.06499999999999999,1,1,20,4,2,6,49.97,4,2,0,8,-0.20129999999999998,22,2,3.0,440.0,153.97,204.6,199.88,880,16988.16,7.2,2617490.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,3,1,48.65,58.79,0.362,-0.1435,1.001,1,2,4,1,0,7,51.53,6,2,2,3,0.526,26,6,1.0,104.0,158.97,235.16,309.18,624,16330.2,4.0,10809960.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3445,3,1,61.66,54.11,-0.18100000000000002,-0.745,0.539,3,0,1,4,1,8,59.64,6,1,5,2,0.528,34,4,1.0,34.0,175.41,216.44,357.84000000000003,136,20099.8,6.0,8770500.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3446,2,1,46.11,50.66,0.36,0.174,1.567,2,3,5,6,0,8,49.47,6,4,1,3,-0.504,28,6,1.0,140.0,146.24,151.98,296.82,840,14810.399999999998,5.4,5849600.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3447,3,0,46.99,43.76,0.004700000000000015,0.09609999999999992,-0.898,1,0,8,3,1,4,41.78,4,0,5,2,-2.039,27,2,2.0,197.8,132.53,225.88600000000002,167.12,1016,16494.423000000003,0.0,5566260.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3448,2,3,39.18,42.78,-0.11599999999999999,0.958,0.436,0,2,7,4,6,5,42.02,3,0,8,3,0.3142,28,2,2.0,196.0,123.98000000000002,128.34,126.06,392,8904.0,21.0,2479600.0000000005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3449,3,1,67.21,53.13,0.23329999999999998,-0.21939999999999998,0.3727999999999999,2,1,7,3,0,7,64.41,6,1,2,1,0.281,25,4,1.0,175.0,184.75,224.85399999999998,386.46,700,19669.907,3.0,12932500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3450,3,0,48.92,54.97,-0.1594,0.35109999999999997,-0.13699999999999998,1,2,18,6,0,6,50.63,6,1,0,3,-1.018,28,5,1.0,504.0,154.52,219.88,303.78000000000003,2520,24088.360000000004,0.0,3090400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3451,2,1,58.93,61.38,0.131,0.57,0.32,0,1,20,2,0,8,64.59,6,4,2,3,-0.7879999999999999,24,6,1.0,480.0,184.9,184.14000000000001,387.54,2880,25153.920000000002,5.0,739600.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3452,1,3,41.39,41.67,-0.63,-0.86,-1.55,0,0,3,1,4,4,40.43,3,1,5,0,-0.537,26,3,2.0,78.0,123.49000000000001,83.34,121.28999999999999,234,5934.2699999999995,3.0,1975840.0000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3453,2,1,51.47,48.44,0.322,1.034,-0.13699999999999998,0,1,24,4,0,6,46.59,6,0,4,5,0.528,27,5,1.0,648.0,146.5,145.32,279.54,3240,21667.86,3.5,3662500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,2,1,44.97,50.42,0.5710000000000001,0.07,-0.606,2,0,5,3,0,6,43.01,4,4,0,5,-1.006,24,4,2.0,120.0,138.4,151.26,172.04,480,9375.699999999999,8.0,4567200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3455,1,0,55.48,44.99,0.873,1.219,0.32,1,0,9,3,0,8,51.75,5,0,5,1,1.025,22,3,2.0,198.0,152.22,89.98,258.75,594,10810.630000000001,0.0,5327700.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3456,2,2,43.46,39.94,-0.63,-0.9329999999999999,-1.093,2,0,2,8,0,4,38.23,4,2,0,3,-0.47700000000000004,21,3,2.0,42.0,121.63,119.82,152.92,126,6273.02,9.5,2067710.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3457,2,0,59.78,64.71,0.5710000000000001,1.304,1.001,0,3,45,1,0,6,58.19,6,6,0,2,0.24079999999999996,25,6,1.0,1125.0,182.68,194.13,349.14,6750,38028.9,0.0,6576480.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3458,3,1,62.14,61.88,-0.8690000000000001,-0.9329999999999999,0.812,1,1,13,0,4,6,63.18,6,6,3,1,0.528,22,6,1.0,286.0,187.20000000000002,247.52,379.08,1716,21931.0,1.0,9360000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,3,1,54.11,53.25,0.095,0.14300000000000002,0.32,1,2,1,5,0,8,55.24,6,1,3,2,-0.755,24,4,2.0,133.7,162.6,213.0,331.44,550,14043.518,6.1,2276400.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3460,3,0,54.91,64.22,0.095,1.5959999999999999,0.777,1,3,16,0,1,6,54.73,6,4,0,2,1.811,34,6,1.0,544.0,173.85999999999999,256.88,328.38,3264,29263.0,0.0,7128259.999999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3461,3,4,51.28,61.26,0.121,0.2646,-0.405,0,0,15,1,4,6,58.76,5,1,2,1,0.779,25,5,1.0,375.0,171.29999999999998,197.76399999999995,293.8,1875,17617.24,8.0,5481599.999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,2,1,55.7,50.66,-0.63,0.331,0.052000000000000005,1,1,7,0,4,7,52.85,5,2,3,5,-0.51,25,4,1.0,175.0,159.21,151.98,264.25,700,13319.36,5.0,5413140.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,2,2,56.1,49.55,0.43549999999999994,0.1537,-0.021,1,1,4,4,2,6,53.64,5,1,4,3,0.3134,28,4,2.0,112.0,159.29000000000002,148.64999999999998,268.2,448,13339.199999999999,14.0,7805210.000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3464,2,1,53.22,44.99,-0.07219999999999996,0.13199999999999998,0.052000000000000005,2,0,10,4,0,6,46.58,5,2,7,1,-0.755,24,3,1.0,240.0,144.79000000000002,134.97,232.89999999999998,720,12507.58,5.0,2895800.0000000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3465,3,0,50.94,52.88,-0.63,-0.9329999999999999,0.052000000000000005,0,0,20,4,0,6,47.19,6,1,1,3,0.528,22,6,1.0,440.0,151.01,211.52,283.14,2640,20775.719999999998,0.0,7550500.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3466,3,0,60.05,56.82,0.066,0.893,1.001,2,1,4,1,0,6,57.59,6,4,3,1,1.27,27,5,1.0,108.0,174.46,227.28,345.54,540,17757.420000000002,2.7,6106100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3467,1,2,40.4,50.05,0.12300000000000001,0.07,0.0478,2,1,3,4,2,4,40.24,5,2,4,4,1.3019999999999998,25,2,2.0,75.0,130.69,100.1,201.20000000000002,150,8436.4,16.0,6011740.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3468,2,1,25.67,29.96,0.1129,0.15409999999999996,-1.469,2,0,2,4,1,6,30.53,5,4,0,8,-1.296,22,2,2.0,44.0,86.16,177.548,152.65,88,17895.57,3.0,2326320.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3469,3,0,59.14,54.48,0.095,-0.37200000000000005,-0.703,4,4,9,1,0,6,55.19,6,2,4,4,-0.264,25,6,1.0,225.0,168.81,217.92,331.14,1350,18668.039999999997,0.0,202572.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,2,1,58.37,41.67,1.03,0.893,-1.361,1,0,6,2,1,7,54.5,6,2,7,1,-0.013999999999999999,27,3,1.0,162.0,154.54,125.01,327.0,486,14916.33,9.3,3863500.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3471,3,0,45.69,50.79,0.5710000000000001,0.331,0.046,6,2,4,8,0,9,43.45,5,2,0,7,-0.242,23,4,2.0,92.0,139.93,203.16,217.25,368,11351.07,0.9,10074960.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,3,1,33.79,38.96,-0.381,-0.68,-0.12610000000000005,1,1,6,8,1,6,30.89,5,3,3,5,-0.493,26,3,2.0,156.0,103.64,155.84,154.45,468,9929.279999999999,13.0,1658240.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,1,1,77.58,68.04,1.561,0.585,1.1909999999999998,1,3,18,1,0,8,72.59,6,6,1,4,-0.07090000000000003,29,6,1.0,522.0,218.21,136.08,435.54,3132,26866.14,5.0,186569.55000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3474,2,1,43.09,44.38,-0.00599999999999995,0.36610000000000004,-0.903,2,1,4,4,0,5,37.64,4,2,0,3,-0.1981,25,2,1.0,100.0,125.11,133.14000000000001,150.56,200,8227.300000000001,7.2,2251980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3475,2,0,40.02,34.89,-0.7345999999999999,-0.11210000000000005,-0.898,0,1,5,4,4,6,45.43,5,1,4,3,1.0190000000000001,28,3,1.0,140.0,120.34,158.275,227.15,420,12539.837,7.0,1925440.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3476,2,0,60.46,60.27,0.5710000000000001,0.331,0.052000000000000005,0,1,11,8,0,6,61.08,6,4,0,8,0.281,29,6,1.0,319.0,181.81,197.744,366.48,1914,17087.218,0.0,5636110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,3,1,56.96,52.63,-0.21069999999999997,0.2981999999999999,0.052000000000000005,0,1,15,2,0,6,54.4,6,1,6,4,0.773,25,5,2.0,375.0,163.99,210.52,326.4,1875,21476.8,6.0,2459850.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3478,3,2,69.14,71.24,1.35,-0.745,1.001,1,1,12,1,0,8,72.22,6,5,1,1,-1.514,28,5,3.0,336.0,212.6,284.96,433.32,1680,28731.199999999997,4.0,4677200.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3479,3,0,74.02,60.4,1.3219999999999998,1.5959999999999999,0.6093,2,4,16,2,3,8,69.62,6,6,1,1,0.6621999999999999,26,6,1.0,456.6,204.04,241.6,417.72,2451,29181.034000000003,1.4,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3480,2,1,56.2,53.37,-0.3942,-0.3984,-0.16699999999999998,1,2,6,1,0,6,58.9,6,3,1,4,0.005,29,4,2.0,174.0,168.47,160.10999999999999,353.4,696,17972.85,5.0,2021640.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3481,3,1,56.82,64.46,-0.63,-1.129,1.001,2,0,11,1,0,7,57.46,6,5,1,2,-0.003,28,6,1.0,308.0,178.74,257.84,344.76,1848,23501.399999999998,4.2,8222040.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3482,3,3,43.08,54.24,-0.63,1.5959999999999999,-0.6,2,2,7,2,2,6,40.41,5,0,4,3,-0.51,24,4,1.0,168.0,137.73,216.96,202.04999999999998,672,12989.31,15.0,688650.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3483,2,2,56.85,63.85,-0.392,0.7809999999999999,0.4067,0,0,2,6,4,9,53.84,4,1,8,3,-0.6673,32,4,1.0,64.0,174.54000000000002,191.55,215.36,256,13834.94,7.4,5236200.000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3484,3,1,43.0,38.22,0.6725,0.43199999999999994,-1.087,7,1,13,4,0,4,36.8,5,1,0,4,-0.259,22,2,2.0,335.8,118.02,152.88,184.0,1595,20039.205,2.3,4720800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,3,0,49.39,65.2,-0.63,1.5959999999999999,1.494,2,2,8,0,1,4,53.28,6,6,4,2,-1.541,27,4,3.0,216.0,167.87,260.8,319.68,864,20316.8,5.5,5875450.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
