,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,hs_gpa,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
7322,2.0,1.0,10.0,53.69,43.14,0.624,-0.222,,0.0,0.0,26.0,,0.0,8.0,9.0,53.43,6.0,0.0,9.0,3.0,1.548,24.0,3.0,2.0,29.0,150.26,129.42000000000002,320.58,0.0,13050.0,,1953379.9999999998,0.0
15272,,,,60.4,60.76,,,,,,,,,6.0,9.0,58.95,6.0,6.0,2.0,2.0,,26.0,6.0,1.0,,180.11,,353.70000000000005,,,,6483960.000000001,1.0
3760,,,,39.45,38.58,,,,,,,,,6.0,-1.0,39.78,4.0,2.0,4.0,2.0,,29.0,4.0,2.0,,117.81,,159.12,,,,5183640.0,1.0
13363,3.0,0.0,14.0,66.33,53.74,0.5710000000000001,-0.664,1.6540000000000001,2.0,0.0,13.0,1.0,0.0,6.0,9.0,65.22,6.0,3.0,0.0,1.0,1.811,25.0,6.0,1.0,19.0,185.29,214.96,391.32,57.0,11519.32,0.0,3149930.0,0.0
11464,,,,52.41,50.46,,,,,,,,,7.0,9.0,49.22,6.0,4.0,4.0,2.0,,29.0,5.0,1.0,,152.09,,295.32,,,,1901125.0,0.0
3959,3.0,,13.0,50.53,57.19,1.3219999999999998,1.4069999999999998,-0.21600000000000003,0.0,0.0,3.0,8.0,0.0,3.0,-1.0,46.48,6.0,0.0,0.0,8.0,-0.755,17.0,2.0,1.0,5.0,154.2,228.76,278.88,0.0,2538.2,,1696199.9999999998,0.0
11564,3.0,1.0,9.0,56.52,66.56,0.609,0.742,0.509,0.0,0.0,25.0,4.0,0.0,7.0,6.0,60.86,6.0,2.0,0.0,8.0,,7.0,5.0,1.0,30.0,183.94,266.24,365.15999999999997,60.0,18942.0,,7357600.0,1.0
14386,1.0,0.0,10.0,60.6,67.79,,1.5959999999999999,,1.0,2.0,10.0,,2.0,6.0,15.0,61.13,6.0,3.0,2.0,3.0,-0.51,25.0,6.0,1.0,16.0,189.52,135.58,366.78000000000003,48.0,8037.76,,10044560.0,1.0
5512,2.0,1.0,9.0,68.72,55.34,1.7719999999999998,0.631,0.24100000000000002,1.0,2.0,6.0,,2.0,6.0,11.0,69.03,6.0,2.0,1.0,1.0,1.564,25.0,6.0,1.0,12.0,193.09,166.02,414.18,24.0,6962.400000000001,,8689050.0,1.0
2845,3.0,0.0,9.0,66.53,60.52,1.7719999999999998,1.5959999999999999,1.27,3.0,1.0,,1.0,0.0,6.0,9.0,64.01,6.0,4.0,0.0,1.0,1.811,21.0,6.0,1.0,,191.06,242.08,384.06000000000006,,,0.0,16240100.0,1.0
14793,,,,72.39,68.94,,,,,,,,,7.0,-1.0,74.61,6.0,2.0,0.0,1.0,,23.0,6.0,1.0,,215.94,,447.65999999999997,,,,0.0,0.0
12957,1.0,1.0,9.0,69.34,60.52,0.5710000000000001,-0.9329999999999999,-0.24600000000000002,1.0,1.0,10.0,3.0,4.0,6.0,9.0,69.24,6.0,5.0,4.0,2.0,0.528,29.0,5.0,1.0,15.0,199.10000000000002,121.04,415.43999999999994,75.0,8047.199999999999,3.528,9955000.000000002,1.0
15977,2.0,,-1.0,44.64,46.1,1.03,-0.11800000000000001,-0.898,0.0,0.0,3.0,,0.0,6.0,15.0,42.43,5.0,1.0,0.0,6.0,-0.264,28.0,4.0,1.0,7.0,133.17000000000002,138.3,212.15,7.0,2453.1500000000005,,0.0,1.0
4877,2.0,0.0,-1.0,64.0,61.26,,,1.464,0.0,1.0,5.0,3.0,0.0,7.0,-1.0,69.71,6.0,2.0,2.0,4.0,1.56,33.0,5.0,1.0,10.0,194.96999999999997,183.78,418.26,20.0,6020.4,0.0,11698199.999999998,1.0
9671,1.0,2.0,10.0,62.43,66.56,1.7719999999999998,1.05,,0.0,4.0,16.0,2.0,2.0,8.0,10.0,59.71,6.0,2.0,2.0,2.0,-0.8059999999999999,27.0,6.0,1.0,22.0,188.70000000000002,133.12,358.26,44.0,10810.36,2.388,4906200.0,1.0
11444,,,-1.0,42.3,45.24,,,-0.435,0.0,1.0,2.0,7.0,0.0,9.0,11.0,37.19,3.0,1.0,0.0,7.0,-0.8,29.0,3.0,2.0,5.0,124.72999999999999,,111.57,5.0,,,3242979.9999999995,0.0
5196,2.0,0.0,2.0,49.7,42.28,-0.14300000000000002,0.07,-1.847,1.0,1.0,2.0,7.0,4.0,6.0,11.0,46.4,3.0,0.0,3.0,3.0,1.811,22.0,2.0,2.0,4.0,138.38,126.84,139.2,0.0,1064.1599999999999,0.0,4843300.0,0.0
13878,3.0,0.0,9.0,60.74,61.63,0.532,0.14300000000000002,,2.0,1.0,5.0,4.0,0.0,6.0,9.0,61.48,6.0,3.0,2.0,4.0,,,,1.0,,183.85,246.52,368.88,,,,2390050.0,0.0
1107,1.0,1.0,-1.0,60.86,54.36,-1.621,0.7809999999999999,-0.435,0.0,0.0,1.0,2.0,4.0,6.0,9.0,59.4,5.0,0.0,5.0,6.0,-1.761,25.0,3.0,2.0,4.0,174.62,108.72,297.0,0.0,1622.88,0.2390000000000001,4365500.0,0.0
5944,1.0,1.0,-1.0,68.51,59.53,1.3219999999999998,0.07,1.001,1.0,4.0,10.0,1.0,2.0,8.0,10.0,67.58,6.0,3.0,2.0,1.0,,32.0,6.0,1.0,16.0,195.62,119.06,405.48,48.0,8392.64,,7433560.0,1.0
2485,3.0,0.0,17.0,53.62,51.4,-0.63,0.14300000000000002,0.052000000000000005,3.0,1.0,12.0,5.0,0.0,6.0,-1.0,46.47,6.0,5.0,0.0,4.0,-0.509,26.0,5.0,1.0,17.0,151.49,205.6,278.82,85.0,8235.14,0.0,6059600.0,1.0
14454,3.0,1.0,10.0,63.87,61.51,0.332,-0.664,1.001,0.0,1.0,7.0,2.0,0.0,7.0,10.0,58.89,6.0,1.0,2.0,2.0,0.25,23.0,5.0,1.0,12.0,184.26999999999998,246.04,353.34000000000003,12.0,7192.5599999999995,2.25,8292149.999999999,1.0
12433,,0.0,15.0,46.82,48.2,,,,0.0,0.0,12.0,,0.0,4.0,-1.0,47.76,5.0,1.0,4.0,3.0,-0.76,24.0,2.0,2.0,14.0,142.78,,238.79999999999998,14.0,,,3426720.0,0.0
14899,2.0,1.0,10.0,48.92,50.91,-0.381,1.115,-0.435,0.0,4.0,5.0,6.0,2.0,8.0,10.0,57.56,5.0,1.0,2.0,,1.025,29.0,6.0,1.0,11.0,157.39,152.73,287.8,11.0,4845.83,7.025,236084.99999999997,1.0
4428,2.0,1.0,-1.0,55.17,53.5,0.8079999999999999,-0.9329999999999999,,1.0,0.0,7.0,,4.0,6.0,6.0,61.03,6.0,1.0,5.0,3.0,0.281,29.0,4.0,1.0,11.0,169.7,160.5,366.18,11.0,5793.4800000000005,,5600100.0,0.0
9789,3.0,1.0,15.0,36.93,41.91,,,-0.6,0.0,0.0,3.0,,,9.0,9.0,35.55,6.0,1.0,5.0,4.0,,,,1.0,,114.39,167.64,213.29999999999998,,,,2859750.0,1.0
12889,3.0,1.0,-1.0,57.05,60.15,,0.354,0.733,0.0,1.0,14.0,2.0,0.0,6.0,-1.0,58.21,6.0,0.0,4.0,1.0,0.003,32.0,4.0,1.0,18.0,175.41,240.6,349.26,0.0,10617.48,2.003,2981970.0,1.0
8081,0.0,,-1.0,55.71,48.94,0.873,1.5959999999999999,,0.0,0.0,,0.0,0.0,9.0,-1.0,53.43,6.0,2.0,7.0,0.0,0.008,23.0,4.0,2.0,,158.08,48.94,320.58,,,,7113600.000000001,0.0
13291,3.0,0.0,-1.0,55.05,46.23,0.82,-0.9329999999999999,,4.0,0.0,4.0,2.0,0.0,6.0,-1.0,51.35,6.0,4.0,5.0,4.0,-0.755,26.0,3.0,1.0,7.0,152.63,184.92,308.1,28.0,3451.14,0.0,2899970.0,0.0
7379,3.0,0.0,-1.0,35.68,53.5,-0.63,-0.491,0.247,2.0,0.0,3.0,5.0,3.0,3.0,15.0,37.16,4.0,1.0,5.0,2.0,-0.757,17.0,5.0,2.0,8.0,126.34,214.0,148.64,8.0,2901.12,0.0,4421900.0,1.0
3336,2.0,0.0,9.0,48.14,47.21,-0.8690000000000001,-0.9329999999999999,0.436,1.0,0.0,13.0,1.0,3.0,4.0,6.0,45.8,6.0,4.0,5.0,1.0,,29.0,5.0,1.0,18.0,141.14999999999998,141.63,274.79999999999995,72.0,7495.739999999999,,1693799.9999999998,1.0
5279,3.0,2.0,6.0,45.25,53.62,-0.8959999999999999,-0.9329999999999999,-0.435,1.0,0.0,3.0,4.0,0.0,4.0,-1.0,39.45,3.0,0.0,4.0,3.0,1.811,22.0,3.0,2.0,6.0,138.32,214.48,118.35000000000001,0.0,1996.98,11.622,1106560.0,0.0
6226,,,,47.57,46.57,,,,,,,,,7.0,-1.0,44.78,6.0,6.0,7.0,3.0,,25.0,3.0,1.0,,138.92000000000002,,268.68,,,,1389200.0000000002,0.0
3286,3.0,0.0,-1.0,61.83,56.45,0.5710000000000001,0.331,1.001,2.0,1.0,8.0,0.0,0.0,7.0,16.0,63.4,6.0,2.0,2.0,1.0,-0.455,25.0,6.0,1.0,14.0,181.68,225.8,380.4,28.0,8486.800000000001,-0.0,363360.0,1.0
1474,,2.0,,29.64,37.97,-0.8959999999999999,-0.7290000000000001,,1.0,,,,,4.0,2.0,28.36,1.0,1.0,0.0,4.0,-1.761,21.0,4.0,2.0,,95.97,,28.36,,,,1631490.0,0.0
1239,2.0,0.0,-1.0,60.88,73.83,-0.63,1.1540000000000001,1.1909999999999998,0.0,2.0,10.0,1.0,1.0,7.0,9.0,59.81,6.0,1.0,4.0,1.0,,23.0,6.0,1.0,16.0,194.52,221.49,358.86,16.0,9285.6,,7197240.0,1.0
15246,2.0,1.0,10.0,69.52,65.08,1.085,1.4069999999999998,1.464,2.0,2.0,10.0,2.0,2.0,8.0,10.0,68.07,6.0,3.0,1.0,2.0,1.286,21.0,5.0,1.0,15.0,202.67,195.24,408.41999999999996,45.0,9054.9,3.286,9322820.0,0.0
11345,2.0,1.0,-1.0,60.11,63.48,,,1.27,2.0,4.0,33.0,0.0,1.0,7.0,14.0,61.3,5.0,4.0,1.0,1.0,,,,1.0,,184.89,190.44,306.5,,,,6471149.999999999,1.0
1923,3.0,0.0,9.0,59.28,66.31,-0.154,0.331,1.464,0.0,1.0,16.0,2.0,2.0,7.0,-1.0,62.15,6.0,2.0,2.0,3.0,1.27,22.0,6.0,1.0,22.0,187.74,265.24,372.9,44.0,14039.08,0.0,6758640.0,1.0
736,3.0,0.0,9.0,67.73,66.68,1.7719999999999998,0.331,-0.13699999999999998,1.0,0.0,8.0,3.0,4.0,7.0,9.0,67.99,6.0,2.0,4.0,3.0,1.811,25.0,5.0,1.0,13.0,202.40000000000003,266.72,407.93999999999994,26.0,8770.58,0.0,11132000.000000002,1.0
5172,3.0,0.0,9.0,43.17,49.8,,,-1.3840000000000001,0.0,1.0,6.0,1.0,0.0,5.0,9.0,47.16,6.0,3.0,0.0,,-1.788,20.0,3.0,1.0,9.0,140.13,199.2,282.96,27.0,4339.44,-0.0,4203900.0,1.0
12371,2.0,0.0,9.0,56.04,52.63,,,0.7040000000000001,1.0,0.0,8.0,5.0,0.0,7.0,16.0,54.19,6.0,0.0,5.0,1.0,1.024,34.0,5.0,2.0,13.0,162.86,157.89000000000001,325.14,0.0,6279.389999999999,0.0,5211520.0,1.0
11272,0.0,1.0,9.0,49.18,61.38,-1.078,-0.483,-1.087,0.0,1.0,12.0,8.0,0.0,8.0,,46.76,2.0,3.0,4.0,2.0,-1.033,25.0,3.0,2.0,15.0,157.32,61.38,93.52,45.0,2323.5,6.9670000000000005,2359800.0,0.0
6561,0.0,,10.0,59.06,58.79,,0.7809999999999999,1.001,0.0,2.0,8.0,3.0,0.0,8.0,10.0,59.78,6.0,4.0,0.0,1.0,,34.0,5.0,1.0,13.0,177.63,58.79,358.68,52.0,5427.110000000001,,1776300.0,0.0
3601,3.0,1.0,-1.0,44.6,51.03,-1.1059999999999999,-2.197,-1.847,0.0,0.0,2.0,,6.0,4.0,12.0,41.11,3.0,0.0,4.0,4.0,,15.0,2.0,2.0,4.0,136.74,204.12,123.33,0.0,1309.8,,0.0,0.0
14162,3.0,0.0,-1.0,63.41,53.25,1.285,-0.9329999999999999,1.001,0.0,0.0,15.0,3.0,0.0,7.0,10.0,60.33,6.0,0.0,4.0,3.0,,34.0,6.0,1.0,21.0,176.99,213.0,361.98,0.0,12074.58,,11504350.0,0.0
6631,3.0,,,58.46,59.53,,,-1.2690000000000001,2.0,1.0,6.0,,,5.0,15.0,45.16,4.0,0.0,2.0,,-0.242,26.0,3.0,2.0,9.0,163.15,238.12,180.64,0.0,3768.84,,4241900.0,0.0
5757,2.0,0.0,13.0,39.85,47.09,1.296,-0.941,-1.166,1.0,2.0,17.0,8.0,0.0,4.0,10.0,42.03,5.0,2.0,6.0,4.0,-0.493,32.0,3.0,1.0,20.0,128.97,141.27,210.15,40.0,7028.400000000001,0.0,6448500.0,1.0
10286,2.0,0.0,10.0,61.94,56.08,1.2670000000000001,-0.9329999999999999,,2.0,0.0,13.0,8.0,0.0,6.0,10.0,58.78,6.0,2.0,4.0,2.0,,18.0,2.0,1.0,15.0,176.8,168.24,352.68,30.0,7813.800000000001,,4066400.0000000005,0.0
15318,3.0,1.0,10.0,63.51,57.93,0.36,-0.657,,1.0,4.0,16.0,1.0,1.0,7.0,10.0,65.11,6.0,3.0,4.0,1.0,-0.755,21.0,4.0,1.0,20.0,186.55,231.72,390.65999999999997,60.0,12447.6,0.245,8581300.0,1.0
13134,3.0,0.0,10.0,51.64,56.33,-1.5659999999999998,1.115,0.24100000000000002,0.0,1.0,3.0,2.0,0.0,6.0,10.0,53.2,5.0,6.0,4.0,2.0,-2.039,27.0,3.0,1.0,6.0,161.17000000000002,225.32,266.0,36.0,2947.92,-0.0,6769140.000000001,1.0
4445,2.0,2.0,-1.0,27.84,31.68,-0.657,-1.225,-1.355,5.0,2.0,2.0,0.0,0.0,9.0,9.0,27.59,3.0,2.0,8.0,2.0,,24.0,3.0,1.0,5.0,87.11,95.03999999999999,82.77,10.0,889.05,,871100.0,0.0
13972,,,,42.9,41.17,,,,2.0,0.0,6.0,6.0,,9.0,-1.0,42.09,5.0,2.0,0.0,4.0,-0.755,14.0,2.0,2.0,8.0,126.16,,210.45000000000002,16.0,,,2270880.0,0.0
10992,2.0,3.0,9.0,51.39,61.26,-1.5819999999999999,0.601,,0.0,0.0,12.0,3.0,3.0,5.0,2.0,49.81,5.0,0.0,0.0,3.0,-0.773,,,2.0,,162.46,183.78,249.05,,,6.680999999999999,6985780.0,0.0
11557,3.0,0.0,10.0,61.25,72.6,1.085,0.36200000000000004,1.3780000000000001,2.0,3.0,10.0,2.0,1.0,7.0,10.0,65.13,6.0,4.0,2.0,1.0,0.528,28.0,6.0,1.0,16.0,198.98,290.4,390.78,64.0,10898.88,0.0,13530640.0,1.0
15340,3.0,0.0,-1.0,77.69,70.62,1.7719999999999998,1.5959999999999999,1.9509999999999998,1.0,1.0,16.0,1.0,0.0,8.0,-1.0,73.71,6.0,3.0,1.0,1.0,1.811,25.0,6.0,1.0,22.0,222.01999999999998,282.48,442.26,66.0,15944.28,0.0,9324840.0,1.0
8252,,,,44.54,45.67,,,,,,,,,6.0,15.0,49.47,3.0,3.0,0.0,4.0,,21.0,3.0,2.0,,139.68,,148.41,,,,1536480.0,1.0
1959,3.0,1.0,9.0,71.64,51.65,1.7719999999999998,-1.636,1.001,1.0,3.0,21.0,1.0,0.0,7.0,10.0,64.98,6.0,6.0,5.0,1.0,1.024,24.0,6.0,1.0,27.0,188.26999999999998,206.6,389.88,162.0,16104.960000000001,2.024,47067499.99999999,0.0
5890,2.0,,-1.0,49.8,53.0,0.095,1.5959999999999999,-0.13699999999999998,0.0,3.0,17.0,7.0,0.0,6.0,-1.0,42.96,6.0,2.0,0.0,5.0,-2.039,25.0,4.0,2.0,21.0,145.76,159.0,257.76,42.0,8751.96,,291520.0,0.0
13314,0.0,,9.0,57.29,45.49,-1.133,-1.683,0.052000000000000005,2.0,2.0,9.0,3.0,4.0,7.0,9.0,49.46,5.0,3.0,5.0,2.0,,15.0,3.0,1.0,12.0,152.24,45.49,247.3,36.0,3513.4800000000005,,10352320.0,1.0
14335,2.0,1.0,,50.82,50.91,,,,,0.0,15.0,,,6.0,12.0,44.45,6.0,3.0,1.0,1.0,-0.504,25.0,4.0,2.0,19.0,146.18,152.73,266.70000000000005,57.0,7969.170000000001,,7309000.0,0.0
12758,3.0,1.0,-1.0,63.0,70.87,-0.11599999999999999,0.14300000000000002,1.7619999999999998,2.0,0.0,10.0,1.0,2.0,7.0,9.0,66.85,6.0,5.0,3.0,1.0,1.27,,,1.0,,200.72,283.48,401.09999999999997,,,2.27,0.0,1.0
12431,3.0,1.0,10.0,45.81,52.26,,,,0.0,3.0,11.0,1.0,7.0,7.0,-1.0,45.0,4.0,2.0,5.0,1.0,,16.0,2.0,2.0,13.0,143.07,209.04,180.0,26.0,5057.5199999999995,,1716840.0,0.0
12265,,,-1.0,59.52,59.53,,,-0.898,0.0,1.0,1.0,4.0,,4.0,-1.0,59.83,6.0,0.0,0.0,8.0,-1.5419999999999998,29.0,2.0,2.0,3.0,178.88,,358.98,0.0,,,3577600.0,0.0
1087,2.0,1.0,-1.0,49.47,51.65,-0.63,-0.183,0.052000000000000005,0.0,1.0,5.0,4.0,0.0,7.0,16.0,54.32,6.0,3.0,3.0,7.0,-0.504,28.0,5.0,1.0,10.0,155.44,154.95,325.92,30.0,4808.7,3.496,6528480.0,1.0
220,3.0,0.0,-1.0,61.61,46.35,-0.392,-0.37200000000000005,,3.0,0.0,8.0,1.0,0.0,6.0,-1.0,58.18,5.0,3.0,0.0,4.0,0.248,28.0,4.0,1.0,12.0,166.14000000000001,185.4,290.9,36.0,5715.599999999999,0.0,6313320.000000001,1.0
11429,2.0,1.0,-1.0,54.08,43.64,0.5539999999999999,-0.40299999999999997,,2.0,6.0,13.0,2.0,2.0,7.0,10.0,50.79,6.0,6.0,3.0,2.0,-0.755,31.0,5.0,1.0,18.0,148.51,130.92000000000002,304.74,108.0,7841.88,1.245,10395700.0,1.0
15209,1.0,,10.0,55.87,57.93,,,-0.13699999999999998,2.0,0.0,6.0,,0.0,8.0,10.0,49.63,6.0,5.0,8.0,4.0,0.265,,,1.0,,163.43,115.86,297.78000000000003,,,,4739470.0,1.0
15912,,,,54.35,56.84,,,,,,,,,8.0,-1.0,53.52,6.0,4.0,8.0,0.0,,32.0,6.0,1.0,,164.71,,321.12,,,,6258980.0,1.0
7933,3.0,3.0,9.0,44.95,49.68,-0.575,1.5959999999999999,,1.0,2.0,7.0,2.0,8.0,6.0,9.0,51.55,5.0,3.0,9.0,2.0,,28.0,5.0,1.0,12.0,146.18,198.72,257.75,36.0,5477.64,,8770800.0,1.0
1044,2.0,,-1.0,59.21,59.41,,,0.618,0.0,0.0,30.0,5.0,0.0,6.0,6.0,63.0,6.0,1.0,3.0,4.0,-1.253,32.0,5.0,1.0,35.0,181.62,178.23,378.0,35.0,19468.05,,5085360.0,1.0
709,0.0,,8.0,43.29,42.78,-0.63,-0.9329999999999999,0.32,2.0,1.0,,3.0,3.0,4.0,8.0,45.62,4.0,1.0,6.0,3.0,-0.755,23.0,2.0,2.0,,131.69,42.78,182.48,,,,395070.0,0.0
13938,,2.0,-1.0,40.95,51.15,,,,1.0,1.0,4.0,2.0,1.0,4.0,-1.0,35.24,5.0,2.0,0.0,2.0,1.27,32.0,4.0,2.0,8.0,127.34,,176.20000000000002,16.0,,6.54,5730300.0,0.0
9437,3.0,,9.0,57.42,55.84,,,1.567,0.0,1.0,20.0,3.0,0.0,7.0,2.0,58.51,5.0,0.0,1.0,2.0,,22.0,4.0,1.0,24.0,171.77,223.36,292.55,0.0,12381.840000000002,,0.0,0.0
13801,,1.0,9.0,55.78,45.49,,,0.349,1.0,0.0,8.0,1.0,2.0,7.0,13.0,52.07,5.0,3.0,3.0,1.0,0.773,25.0,3.0,1.0,11.0,153.34,,260.35,33.0,,1.7730000000000001,5826920.0,1.0
5312,3.0,0.0,9.0,58.48,56.7,-0.63,1.034,0.515,1.0,3.0,15.0,8.0,1.0,7.0,9.0,57.09,6.0,4.0,1.0,2.0,1.024,27.0,6.0,1.0,21.0,172.27,226.8,342.54,84.0,11956.140000000001,0.0,4134480.0000000005,1.0
9328,3.0,0.0,10.0,74.07,62.0,1.7719999999999998,-0.9329999999999999,,0.0,2.0,16.0,7.0,0.0,8.0,-1.0,74.97,6.0,3.0,0.0,5.0,1.2819999999999998,25.0,6.0,1.0,22.0,211.04,248.0,449.82,66.0,15352.039999999999,0.0,13084480.0,0.0
6639,1.0,0.0,9.0,66.03,46.84,1.7719999999999998,-0.11800000000000001,0.32,0.0,0.0,12.0,4.0,0.0,6.0,9.0,63.44,6.0,0.0,2.0,3.0,,24.0,6.0,1.0,18.0,176.31,93.68,380.64,0.0,8537.76,,4936680.0,0.0
610,3.0,0.0,-1.0,55.26,55.59,0.7809999999999999,-0.40299999999999997,1.27,1.0,1.0,10.0,1.0,1.0,6.0,-1.0,67.79,6.0,1.0,2.0,4.0,-0.013000000000000001,24.0,5.0,1.0,15.0,178.64,222.36,406.74,15.0,9436.5,0.0,7681519.999999999,0.0
11831,2.0,3.0,11.0,49.1,47.09,0.083,1.146,0.32,1.0,0.0,5.0,6.0,2.0,3.0,2.0,55.18,5.0,4.0,3.0,3.0,1.024,22.0,3.0,2.0,8.0,151.37,141.27,275.9,32.0,3337.3599999999997,21.072,1816440.0,0.0
9666,,,,50.11,54.61,,,,,,,,,8.0,10.0,51.99,5.0,2.0,3.0,,,27.0,5.0,1.0,,156.71,,259.95,,,,3917750.0,1.0
1113,2.0,3.0,9.0,62.29,58.18,1.7719999999999998,0.3,-0.898,1.0,1.0,7.0,8.0,0.0,8.0,-1.0,63.56,6.0,4.0,3.0,2.0,1.811,28.0,6.0,1.0,13.0,184.03,174.54,381.36,52.0,7226.7,29.433,19323150.0,1.0
3613,2.0,0.0,-1.0,53.47,52.51,-1.3840000000000001,-0.868,0.052000000000000005,1.0,1.0,24.0,1.0,4.0,6.0,9.0,59.55,5.0,2.0,4.0,1.0,-0.509,28.0,5.0,2.0,29.0,165.52999999999997,157.53,297.75,58.0,13203.119999999999,0.0,3972719.9999999995,1.0
15701,,,,67.42,58.8,,,,,,,,,8.0,10.0,72.49,6.0,1.0,0.0,2.0,,24.0,6.0,1.0,,198.70999999999998,,434.93999999999994,,,,0.0,0.0
9796,1.0,0.0,9.0,54.33,57.44,-0.63,-1.122,0.217,4.0,0.0,4.0,3.0,2.0,6.0,9.0,52.3,4.0,2.0,6.0,2.0,,,,1.0,,164.07,114.88,209.2,,,,3281400.0,0.0
2660,3.0,0.0,9.0,69.8,56.82,1.7719999999999998,0.601,1.464,4.0,1.0,7.0,3.0,0.0,7.0,9.0,65.82,6.0,3.0,3.0,3.0,1.27,26.0,6.0,1.0,13.0,192.44,227.28,394.91999999999996,39.0,8088.599999999999,0.0,6735400.0,0.0
12558,3.0,1.0,,41.98,40.68,-1.831,-1.091,0.052000000000000005,1.0,0.0,17.0,4.0,0.0,4.0,11.0,42.26,5.0,0.0,3.0,4.0,,17.0,2.0,3.0,19.0,124.91999999999999,162.72,211.29999999999998,0.0,7106.379999999999,,1873799.9999999998,1.0
429,3.0,0.0,10.0,57.75,54.61,-0.14400000000000002,-0.387,,2.0,0.0,2.0,3.0,0.0,8.0,10.0,53.51,6.0,3.0,3.0,4.0,-0.504,32.0,6.0,1.0,8.0,165.87,218.44,321.06,24.0,4316.0,0.0,3317400.0,1.0
491,3.0,0.0,,51.71,60.27,,,0.544,,0.0,25.0,,,8.0,9.0,48.54,6.0,2.0,4.0,1.0,,26.0,6.0,1.0,31.0,160.52,241.08,291.24,62.0,16501.920000000002,,8828600.0,1.0
13650,2.0,0.0,9.0,62.42,57.07,1.7719999999999998,-0.9329999999999999,0.7040000000000001,1.0,1.0,11.0,6.0,,9.0,9.0,57.01,5.0,2.0,2.0,3.0,1.811,21.0,6.0,1.0,17.0,176.5,171.21,285.05,34.0,7756.42,0.0,0.0,0.0
2951,,2.0,-1.0,50.0,51.28,,,-0.63,0.0,1.0,15.0,2.0,0.0,6.0,10.0,46.74,6.0,1.0,7.0,1.0,-0.013000000000000001,24.0,5.0,1.0,20.0,148.02,,280.44,20.0,,3.974,4292580.0,0.0
13651,3.0,,-1.0,54.31,53.0,-0.63,,0.7040000000000001,1.0,2.0,29.0,8.0,0.0,7.0,10.0,51.93,6.0,1.0,3.0,5.0,-1.284,23.0,5.0,2.0,34.0,159.24,212.0,311.58,34.0,17801.719999999998,,796200.0,0.0
7267,3.0,1.0,2.0,50.93,45.73,-1.831,-2.197,-0.14300000000000002,1.0,0.0,15.0,6.0,4.0,9.0,2.0,47.68,3.0,1.0,0.0,4.0,,,,2.0,,144.34,182.92,143.04,,,,6062280.0,1.0
13257,3.0,,-1.0,56.23,60.27,-0.154,-0.387,0.618,3.0,0.0,4.0,2.0,2.0,7.0,-1.0,55.44,6.0,2.0,9.0,3.0,0.774,25.0,4.0,1.0,8.0,171.94,241.08,332.64,16.0,4589.76,,9456700.0,1.0
8263,3.0,,15.0,30.88,43.51,-1.2,-2.197,,0.0,0.0,0.0,6.0,0.0,4.0,16.0,33.17,2.0,0.0,,8.0,,17.0,2.0,2.0,2.0,107.56,174.04,66.34,0.0,480.76,,0.0,0.0
11399,3.0,3.0,10.0,28.4,34.4,-0.11599999999999999,-0.37200000000000005,-1.3840000000000001,1.0,1.0,3.0,2.0,0.0,7.0,-1.0,30.94,5.0,1.0,3.0,3.0,,19.0,1.0,2.0,4.0,93.74,137.6,154.70000000000002,4.0,1169.2,,0.0,0.0
4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,,,,38.08,30.45,,,,1.0,3.0,3.0,5.0,,9.0,-1.0,35.15,3.0,0.0,0.0,,,6.0,0.0,3.0,3.0,103.68,,105.44999999999999,0.0,,,829440.0,0.0
6295,3.0,,9.0,61.87,61.14,0.085,-0.183,0.654,1.0,0.0,15.0,8.0,0.0,8.0,10.0,63.87,6.0,3.0,0.0,3.0,1.811,28.0,6.0,1.0,21.0,186.88,244.56,383.21999999999997,63.0,13183.38,,3737600.0,1.0
7312,3.0,,9.0,49.91,44.01,-0.63,-0.9329999999999999,0.349,2.0,0.0,11.0,4.0,0.0,6.0,-1.0,49.42,5.0,2.0,8.0,8.0,-0.51,25.0,5.0,1.0,16.0,143.33999999999997,176.04,247.10000000000002,32.0,6770.24,,1433399.9999999998,0.0
15851,3.0,1.0,10.0,60.28,56.58,-0.63,-0.475,0.052000000000000005,2.0,2.0,25.0,2.0,1.0,7.0,10.0,56.93,6.0,3.0,1.0,4.0,,,,1.0,,173.79,226.32,341.58,,,,3475800.0,0.0
6420,0.0,1.0,9.0,42.1,40.93,-1.831,-1.675,-0.789,2.0,0.0,10.0,1.0,7.0,3.0,16.0,39.96,5.0,0.0,8.0,1.0,-0.226,23.0,5.0,2.0,15.0,122.99000000000001,40.93,199.8,0.0,3610.9500000000003,0.774,3074750.0,0.0
12534,3.0,,9.0,44.43,39.82,-0.365,-0.68,0.052000000000000005,3.0,0.0,7.0,2.0,0.0,7.0,1.0,44.91,5.0,4.0,5.0,8.0,-0.755,28.0,5.0,2.0,12.0,129.16,159.28,224.54999999999998,48.0,4605.96,,13561800.0,1.0
