,literacy_home,risk_factors,aspired_occ_b,math_b,reading_b,math_conf_b,verbal_confidence,writing,sports,by_xcurr,homework,hedonics_b,hours_working_b,edu_confidence,aspired_occ_1,math_1,math_status_1,f1_xcurr,hours_working_1,hedonics_1,math_conf_1,hs_ac_load,hs_gpa,ps_level,effort,testing,v_facility,m_facility,academic_p,iq_by_concientiousness,delinquency,wages_cont,graduated_Y
13116,2.0,0.0,-1.0,53.19,46.47,-0.63,-0.9329999999999999,-0.898,0.0,2.0,2.0,8.0,0.0,6.0,9.0,53.23,6.0,3.0,1.0,5.0,-0.225,27.0,3.0,1.0,54.0,152.89,139.41,319.38,162.0,13304.91,0.0,24462399.999999996,1.0
5167,2.0,1.0,9.0,59.37,59.66,,-0.40299999999999997,1.1909999999999998,0.0,2.0,10.0,2.0,0.0,8.0,10.0,57.68,6.0,0.0,2.0,3.0,0.287,24.0,5.0,1.0,240.0,176.71,178.98,346.08,1200.0,17852.039999999997,5.0,883550.0,1.0
3402,1.0,,10.0,43.69,42.53,-0.63,-0.9329999999999999,0.509,0.0,2.0,6.0,3.0,7.0,6.0,9.0,48.74,4.0,4.0,6.0,2.0,-1.5419999999999998,32.0,4.0,2.0,192.0,134.96,85.06,194.96,768.0,10640.759999999998,,2024400.0000000002,0.0
9017,,,,33.76,38.28,,,,,,,,,4.0,-1.0,33.26,3.0,0.0,0.0,8.0,,23.0,3.0,2.0,,105.29999999999998,,99.78,,,,1052999.9999999998,0.0
7715,3.0,2.0,10.0,71.37,60.52,,-0.11800000000000001,1.9509999999999998,1.0,2.0,14.0,2.0,0.0,8.0,-1.0,70.59,,4.0,0.0,1.0,,27.0,6.0,1.0,378.0,202.48000000000002,242.08,,2268.0,,6.0,13161200.000000002,1.0
9862,2.0,1.0,10.0,65.19,75.18,1.7719999999999998,1.5959999999999999,1.9509999999999998,2.0,5.0,,1.0,0.0,7.0,10.0,66.27,6.0,4.0,2.0,2.0,1.811,19.0,6.0,1.0,,206.64,225.54000000000002,397.62,,,3.0,2066399.9999999998,1.0
13679,3.0,0.0,10.0,50.38,49.31,-0.8690000000000001,-0.9329999999999999,0.052000000000000005,1.0,0.0,20.0,0.0,0.0,9.0,-1.0,47.9,5.0,1.0,4.0,1.0,-0.259,27.0,3.0,2.0,540.0,147.59,197.24,239.5,1620.0,20526.78,0.0,4427700.0,0.0
13925,3.0,0.0,15.0,55.46,60.77,0.5710000000000001,-0.9329999999999999,1.385,3.0,0.0,12.0,,3.0,7.0,9.0,56.65,6.0,1.0,3.0,,0.528,27.0,5.0,1.0,324.0,172.88,243.08,339.9,1620.0,22736.22,,1728800.0,0.0
10088,2.0,0.0,10.0,52.74,50.42,1.506,1.5959999999999999,1.1909999999999998,0.0,1.0,6.0,2.0,0.0,8.0,10.0,51.46,5.0,2.0,3.0,5.0,1.811,26.0,6.0,1.0,156.0,154.62,151.26,257.3,936.0,13073.92,0.0,1468890.0,0.0
15826,3.0,0.0,7.0,46.99,60.15,0.8079999999999999,-0.6409999999999999,-0.898,3.0,6.0,25.0,3.0,0.0,7.0,11.0,50.47,6.0,5.0,0.0,1.0,1.035,34.0,5.0,1.0,850.0,157.61,240.6,302.82,4250.0,32061.78,0.0,10717480.0,0.0
11217,2.0,0.0,-1.0,58.65,57.81,,,,3.0,1.0,5.0,1.0,1.0,6.0,-1.0,61.97,6.0,5.0,3.0,1.0,0.27,24.0,6.0,1.0,120.0,178.43,173.43,371.82,720.0,15812.25,0.0,2676450.0,0.0
11792,3.0,0.0,-1.0,55.5,41.67,-0.63,-0.9329999999999999,-0.898,1.0,0.0,8.0,3.0,2.0,6.0,-1.0,48.2,5.0,1.0,4.0,4.0,-0.755,30.0,4.0,2.0,240.0,145.37,166.68,241.0,960.0,15491.84,0.0,4361100.0,1.0
1353,2.0,3.0,10.0,39.83,40.8,0.5710000000000001,0.331,-1.847,2.0,0.0,2.0,1.0,2.0,6.0,10.0,34.47,3.0,0.0,0.0,,0.03,28.0,3.0,2.0,56.0,115.1,122.39999999999999,103.41,168.0,6774.3,,3453000.0,1.0
2847,2.0,0.0,9.0,47.92,42.9,-1.1159999999999999,-0.745,-0.898,0.0,0.0,3.0,2.0,1.0,4.0,9.0,46.84,4.0,0.0,2.0,2.0,-0.242,24.0,5.0,1.0,72.0,137.66,128.7,187.36,360.0,8533.62,0.0,2064900.0,0.0
2879,3.0,0.0,10.0,65.89,70.5,1.3219999999999998,0.039,0.812,0.0,2.0,9.0,2.0,0.0,7.0,9.0,66.41,6.0,3.0,2.0,2.0,0.528,26.0,6.0,1.0,234.0,202.79999999999998,282.0,398.46,1404.0,23816.100000000002,0.0,6489599.999999999,1.0
13070,3.0,0.0,15.0,55.0,60.4,-0.63,-0.664,0.052000000000000005,1.0,0.0,1.0,2.0,3.0,6.0,9.0,53.0,6.0,2.0,2.0,0.0,,26.0,5.0,1.0,26.0,168.4,241.6,318.0,130.0,15109.2,0.0,7072800.0,1.0
1802,,,-1.0,46.64,48.69,,,,3.0,1.0,4.0,8.0,6.0,5.0,13.0,51.26,5.0,0.0,9.0,7.0,0.496,18.0,2.0,1.0,72.0,146.59,,256.3,144.0,,,4690880.0,0.0
463,3.0,0.0,-1.0,66.39,70.38,-0.63,1.5959999999999999,1.001,3.0,1.0,20.0,2.0,0.0,6.0,-1.0,71.4,6.0,4.0,2.0,1.0,-0.755,28.0,5.0,1.0,560.0,208.17,281.52,428.40000000000003,2800.0,34076.16,0.0,8326799.999999999,1.0
12372,1.0,2.0,10.0,43.08,50.66,,-0.68,-0.441,0.0,0.0,2.0,8.0,0.0,7.0,10.0,36.95,5.0,1.0,5.0,3.0,-0.755,30.0,5.0,1.0,60.0,130.69,101.32,184.75,300.0,9154.24,22.0,3267250.0,0.0
12432,,1.0,,61.5,57.69,,,,,,25.0,,,6.0,9.0,55.54,6.0,4.0,5.0,3.0,0.281,26.0,3.0,2.0,650.0,174.73,,333.24,1950.0,,,0.0,1.0
8009,,2.0,,35.69,34.64,,,-0.435,,0.0,4.0,1.0,,4.0,9.0,35.94,4.0,3.0,1.0,1.0,-0.248,25.0,4.0,2.0,100.0,106.27,,143.76,400.0,,4.0,127524.0,1.0
15621,,4.0,,38.19,45.86,,,0.314,,2.0,3.0,0.0,,6.0,-1.0,34.43,6.0,3.0,,0.0,0.528,28.0,6.0,2.0,84.0,118.47999999999999,,206.57999999999998,504.0,,0.0,2369600.0,0.0
4217,,1.0,9.0,43.63,43.14,,,0.509,0.0,0.0,5.0,8.0,0.0,3.0,11.0,42.39,5.0,0.0,4.0,1.0,0.281,23.0,2.0,2.0,115.0,129.16000000000003,,211.95,230.0,,9.0,38748.00000000001,1.0
14488,1.0,1.0,9.0,48.19,58.55,0.7809999999999999,-0.37200000000000005,0.698,4.0,1.0,26.0,,0.0,8.0,-1.0,56.14,6.0,2.0,3.0,1.0,-0.275,28.0,4.0,1.0,728.0,162.88,117.1,336.84000000000003,2912.0,24512.760000000002,,1140160.0,1.0
10754,3.0,,10.0,60.76,56.21,1.561,1.5959999999999999,,0.0,0.0,5.0,2.0,3.0,8.0,10.0,56.61,6.0,0.0,5.0,1.0,-1.006,21.0,3.0,1.0,105.0,173.57999999999998,224.84,339.65999999999997,315.0,14677.0,,10761959.999999998,0.0
3276,2.0,4.0,-1.0,39.67,46.1,-0.8029999999999999,-1.486,-1.6580000000000001,4.0,0.0,6.0,,0.0,3.0,2.0,31.83,5.0,1.0,8.0,4.0,-1.296,22.0,2.0,2.0,132.0,117.60000000000001,138.3,159.14999999999998,264.0,8328.6,,3763200.0000000005,0.0
13778,3.0,0.0,-1.0,53.83,62.0,-1.3719999999999999,0.078,1.0070000000000001,0.0,1.0,,,1.0,8.0,10.0,56.95,6.0,2.0,4.0,2.0,-0.259,28.0,6.0,1.0,,172.78,248.0,341.70000000000005,,,,4837840.0,1.0
13990,3.0,0.0,-1.0,41.52,36.98,-0.392,1.5959999999999999,0.052000000000000005,0.0,1.0,9.0,1.0,0.0,6.0,15.0,37.74,5.0,3.0,2.0,1.0,-0.7709999999999999,23.0,5.0,1.0,207.0,116.24000000000001,147.92,188.70000000000002,1035.0,10771.84,0.0,4998320.0,1.0
8337,3.0,1.0,9.0,54.9,60.15,0.095,1.5959999999999999,0.539,1.0,3.0,,0.0,0.0,8.0,-1.0,52.5,5.0,3.0,4.0,2.0,0.013999999999999999,21.0,4.0,2.0,,167.55,240.6,262.5,,,2.0,3183450.0,0.0
1348,3.0,2.0,10.0,64.51,56.21,0.33299999999999996,1.304,0.052000000000000005,3.0,2.0,16.0,3.0,0.0,8.0,10.0,60.28,6.0,3.0,4.0,3.0,0.03,30.0,5.0,1.0,480.0,181.0,224.84,361.68,2400.0,26979.92,12.0,9955000.0,1.0
1838,3.0,,-1.0,64.84,75.43,0.846,0.846,1.9509999999999998,1.0,2.0,8.0,2.0,1.0,7.0,-1.0,57.36,6.0,5.0,1.0,2.0,-0.755,28.0,6.0,1.0,224.0,197.63,301.72,344.15999999999997,1344.0,23251.68,,1976300.0,1.0
1996,3.0,,10.0,50.12,46.35,1.285,-0.745,-0.6,2.0,0.0,19.0,,0.0,7.0,15.0,52.08,1.0,0.0,0.0,,,,,2.0,,148.55,185.4,52.08,,,,8170250.000000001,0.0
843,1.0,,9.0,62.36,60.52,1.7719999999999998,-0.41,,1.0,0.0,13.0,,5.0,7.0,10.0,63.27,6.0,1.0,2.0,3.0,,,,1.0,,186.15,121.04,379.62,,,,5584500.0,1.0
7138,1.0,,9.0,28.77,46.84,1.296,0.862,-1.093,0.0,1.0,4.0,6.0,0.0,6.0,8.0,34.4,5.0,0.0,1.0,,,10.0,2.0,2.0,40.0,110.00999999999999,93.68,172.0,80.0,3719.52,,5280480.0,1.0
10622,2.0,0.0,-1.0,59.98,49.55,-0.63,-0.664,1.27,1.0,3.0,18.0,3.0,3.0,6.0,,65.34,6.0,4.0,6.0,2.0,0.25,26.0,6.0,2.0,468.0,174.87,148.64999999999998,392.04,2808.0,23790.36,0.0,1923570.0,0.0
8176,3.0,1.0,-1.0,30.9,35.38,-0.39299999999999996,-1.187,-1.2690000000000001,2.0,0.0,4.0,8.0,0.0,6.0,11.0,31.53,5.0,3.0,6.0,6.0,,12.0,2.0,2.0,48.0,97.81,141.52,157.65,96.0,4786.72,14.0,684670.0,0.0
14576,3.0,0.0,10.0,48.0,56.33,-0.381,0.039,-0.435,0.0,0.0,8.0,4.0,0.0,4.0,-1.0,45.47,5.0,0.0,4.0,6.0,-2.039,26.0,2.0,2.0,208.0,149.8,225.32,227.35,416.0,15390.779999999999,0.0,299600.0,0.0
1452,,1.0,,33.3,44.25,,,,0.0,0.0,20.0,,,8.0,10.0,33.93,5.0,3.0,6.0,1.0,-1.788,22.0,3.0,1.0,440.0,111.47999999999999,,169.65,1320.0,,,2229600.0,0.0
5443,3.0,1.0,9.0,50.48,49.06,,,-0.898,0.0,0.0,2.0,3.0,4.0,6.0,9.0,47.35,6.0,5.0,5.0,2.0,0.5329999999999999,32.0,4.0,2.0,64.0,146.89,196.24,284.1,256.0,16331.560000000001,5.0,4847370.0,1.0
14821,3.0,0.0,6.0,50.76,32.3,0.39799999999999996,0.688,1.001,1.0,5.0,19.0,,0.0,7.0,6.0,50.64,6.0,5.0,2.0,4.0,0.512,26.0,6.0,1.0,494.0,133.7,129.2,303.84000000000003,2964.0,19486.8,,12032999.999999998,1.0
7845,,2.0,12.0,56.24,39.45,,,0.314,1.0,0.0,1.0,,,7.0,,52.81,5.0,,3.0,,,32.0,4.0,2.0,32.0,148.5,,264.05,128.0,,,6682500.0,1.0
8916,3.0,,-1.0,47.05,44.62,-0.39299999999999996,-0.11800000000000001,,0.0,0.0,10.0,,0.0,6.0,-1.0,45.22,4.0,0.0,0.0,,,23.0,4.0,2.0,230.0,136.89,178.48,180.88,920.0,11858.880000000001,,2737799.9999999995,1.0
11830,2.0,1.0,15.0,41.34,43.64,,,-0.898,2.0,0.0,6.0,4.0,0.0,6.0,9.0,38.25,4.0,2.0,0.0,4.0,,22.0,2.0,2.0,132.0,123.23,130.92000000000002,153.0,264.0,7949.76,8.0,2218140.0,0.0
12175,3.0,0.0,10.0,52.61,41.79,,,0.32,0.0,2.0,3.0,2.0,3.0,6.0,15.0,57.71,6.0,2.0,2.0,5.0,-0.504,29.0,3.0,1.0,87.0,152.11,167.16,346.26,261.0,16429.44,0.0,5932290.000000001,1.0
11904,3.0,0.0,9.0,43.77,38.59,-0.63,-0.9329999999999999,-1.3840000000000001,1.0,0.0,3.0,7.0,0.0,6.0,16.0,38.96,5.0,1.0,0.0,3.0,-0.755,29.0,3.0,2.0,87.0,121.32000000000002,154.36,194.8,261.0,11173.12,0.0,3639600.0000000005,1.0
4666,1.0,1.0,-1.0,50.77,52.39,,,,0.0,3.0,5.0,7.0,0.0,6.0,15.0,51.54,5.0,5.0,5.0,5.0,0.281,23.0,3.0,2.0,115.0,154.7,104.78,257.7,345.0,10149.44,12.0,1547000.0,1.0
4858,3.0,0.0,9.0,46.24,50.05,,,-0.514,1.0,2.0,6.0,3.0,0.0,9.0,-1.0,45.92,6.0,4.0,0.0,3.0,,,,2.0,,142.20999999999998,200.2,275.52,,,0.0,426629.99999999994,0.0
8575,,,,36.67,35.23,,,,,,,,,4.0,-1.0,29.23,3.0,1.0,3.0,1.0,,23.0,3.0,3.0,,101.13000000000001,,87.69,,,,1112430.0,0.0
13627,3.0,0.0,,50.25,57.07,,,0.777,,0.0,13.0,,,6.0,9.0,66.85,6.0,1.0,1.0,3.0,0.779,25.0,5.0,1.0,325.0,174.17,228.28,401.09999999999997,1625.0,23916.44,,2612550.0,1.0
13671,3.0,0.0,-1.0,59.34,55.84,-0.63,-0.475,,0.0,3.0,17.0,0.0,0.0,6.0,-1.0,57.18,5.0,2.0,2.0,2.0,-0.755,29.0,6.0,1.0,493.0,172.36,223.36,285.9,2958.0,23425.96,0.0,4481360.0,1.0
9873,3.0,0.0,10.0,61.46,57.56,-0.365,-1.194,0.052000000000000005,0.0,1.0,,,1.0,6.0,-1.0,63.85,6.0,1.0,5.0,3.0,1.025,24.0,6.0,1.0,,182.87,230.24,383.1,,,,9143500.0,1.0
1395,1.0,0.0,10.0,50.28,42.41,-0.128,0.44299999999999995,-0.898,1.0,1.0,10.0,2.0,0.0,7.0,-1.0,49.13,6.0,0.0,4.0,1.0,-0.013000000000000001,27.0,5.0,1.0,270.0,141.82,84.82,294.78000000000003,1350.0,14045.2,0.0,0.0,0.0
5110,3.0,0.0,-1.0,50.59,49.43,1.5230000000000001,-1.122,-0.441,1.0,0.0,3.0,3.0,0.0,6.0,9.0,53.57,5.0,2.0,2.0,4.0,-1.547,23.0,4.0,1.0,69.0,153.59,197.72,267.85,276.0,12104.820000000002,0.0,4454110.0,1.0
405,3.0,0.0,-1.0,59.78,55.96,1.085,0.331,,0.0,0.0,6.0,3.0,3.0,6.0,-1.0,65.33,6.0,1.0,2.0,2.0,0.528,27.0,4.0,2.0,162.0,181.07,223.84,391.98,648.0,20322.06,0.0,6337450.0,0.0
6754,2.0,1.0,-1.0,45.58,34.77,,,-1.847,1.0,0.0,13.0,8.0,4.0,9.0,-1.0,39.56,4.0,2.0,8.0,1.0,-0.755,26.0,3.0,1.0,338.0,119.91,104.31,158.24,1014.0,10239.45,9.0,239820.0,0.0
13370,3.0,0.0,9.0,56.67,63.23,-0.099,0.34700000000000003,1.001,0.0,3.0,12.0,8.0,0.0,7.0,6.0,55.96,6.0,4.0,4.0,,-0.51,27.0,6.0,1.0,324.0,175.86,252.92,335.76,1944.0,22958.519999999997,,211032.00000000003,1.0
15816,3.0,0.0,9.0,68.59,63.11,1.2570000000000001,0.331,,1.0,2.0,10.0,1.0,2.0,7.0,-1.0,67.76,6.0,3.0,0.0,,-1.002,26.0,6.0,1.0,260.0,199.45999999999998,252.44,406.56000000000006,1560.0,23724.0,,8975700.0,1.0
9341,1.0,1.0,-1.0,44.18,55.1,-0.8690000000000001,0.14300000000000002,-0.13699999999999998,2.0,0.0,8.0,,5.0,7.0,-1.0,44.87,5.0,2.0,6.0,2.0,-0.755,28.0,5.0,1.0,224.0,144.15,110.2,224.35,1120.0,12043.800000000001,,6054300.0,1.0
6753,1.0,0.0,10.0,51.39,53.0,-0.8959999999999999,0.07,-0.898,4.0,1.0,4.0,5.0,0.0,8.0,10.0,50.5,4.0,0.0,5.0,1.0,-0.755,21.0,4.0,1.0,84.0,154.89,106.0,202.0,336.0,7700.0,0.0,3252689.9999999995,0.0
14297,3.0,0.0,9.0,42.39,42.78,-0.63,0.12,,1.0,0.0,,3.0,0.0,7.0,12.0,44.87,4.0,2.0,9.0,2.0,,20.0,2.0,2.0,,130.04,171.12,179.48,,,0.0,2210680.0,0.0
12879,3.0,1.0,2.0,46.87,57.81,-0.128,-0.111,0.7040000000000001,1.0,2.0,6.0,,4.0,6.0,13.0,44.86,5.0,3.0,5.0,3.0,-1.006,32.0,2.0,1.0,192.0,149.54000000000002,231.24,224.3,384.0,17310.52,,4486200.000000001,0.0
2865,1.0,2.0,17.0,52.59,60.27,1.296,1.5959999999999999,0.24100000000000002,6.0,2.0,8.0,2.0,0.0,8.0,10.0,51.99,5.0,4.0,5.0,2.0,1.3030000000000002,29.0,6.0,1.0,232.0,164.85000000000002,120.54,259.95,1392.0,14078.130000000001,8.0,4945500.000000001,1.0
14267,3.0,0.0,10.0,52.83,59.78,-0.813,0.585,,0.0,1.0,4.0,1.0,0.0,8.0,10.0,52.58,6.0,4.0,0.0,2.0,-0.755,27.0,5.0,1.0,108.0,165.19,239.12,315.48,540.0,17192.600000000002,0.0,5451270.0,1.0
6979,2.0,1.0,-1.0,51.02,51.03,-0.841,-1.675,1.001,1.0,0.0,5.0,4.0,0.0,7.0,10.0,53.8,5.0,4.0,8.0,2.0,1.548,23.0,4.0,1.0,115.0,155.85000000000002,153.09,269.0,460.0,11818.52,6.0,3117000.0000000005,0.0
11978,2.0,3.0,10.0,55.0,61.75,,0.696,0.509,0.0,1.0,4.0,,0.0,7.0,10.0,53.76,5.0,5.0,0.0,,,29.0,4.0,1.0,116.0,170.51,185.25,268.8,464.0,14983.65,,4774280.0,0.0
13984,2.0,1.0,-1.0,52.2,63.11,-0.381,1.146,0.807,1.0,7.0,28.0,1.0,,8.0,-1.0,51.71,6.0,6.0,3.0,3.0,0.019,25.0,5.0,1.0,700.0,167.02,189.32999999999998,310.26,3500.0,26478.27,4.0,5177620.0,1.0
11318,1.0,1.0,9.0,57.3,50.05,0.7979999999999999,-1.194,0.32,0.0,0.0,12.0,8.0,0.0,6.0,9.0,59.63,6.0,2.0,5.0,6.0,0.528,23.0,4.0,2.0,276.0,166.98,100.1,357.78000000000003,1104.0,16025.8,14.0,9183900.0,1.0
6326,1.0,1.0,-1.0,55.08,62.0,-0.879,1.5959999999999999,,0.0,1.0,,4.0,0.0,6.0,9.0,50.11,5.0,1.0,2.0,1.0,-1.253,24.0,5.0,1.0,,167.19,124.0,250.55,,,5.0,2675040.0,1.0
8290,3.0,0.0,12.0,45.63,45.86,,-0.214,-1.195,5.0,3.0,2.0,3.0,0.0,6.0,13.0,47.07,4.0,5.0,2.0,0.0,-1.5419999999999998,23.0,2.0,2.0,46.0,138.56,183.44,188.28,92.0,9293.0,0.0,9006400.0,0.0
12849,2.0,0.0,10.0,70.65,72.23,1.7719999999999998,0.893,1.4880000000000002,0.0,1.0,12.0,3.0,0.0,7.0,10.0,72.69,6.0,2.0,3.0,5.0,-0.264,28.0,6.0,1.0,336.0,215.57,216.69,436.14,2016.0,26113.199999999997,0.0,12071920.0,0.0
9897,1.0,,-1.0,65.87,75.68,0.5710000000000001,0.331,1.9509999999999998,0.0,0.0,10.0,3.0,0.0,6.0,16.0,64.59,6.0,0.0,8.0,8.0,1.811,23.0,6.0,1.0,230.0,206.14000000000001,151.36,387.54,1380.0,17783.700000000004,,3298240.0000000005,1.0
11109,,3.0,,39.1,32.05,,,-0.898,0.0,0.0,,,,7.0,-1.0,36.78,,0.0,,3.0,0.5429999999999999,26.0,2.0,2.0,,107.93,,,,,,0.0,0.0
2392,2.0,2.0,14.0,55.82,58.55,-0.365,-0.664,1.494,0.0,0.0,20.0,7.0,0.0,8.0,14.0,52.38,6.0,0.0,5.0,2.0,0.281,24.0,6.0,1.0,480.0,166.75,175.64999999999998,314.28000000000003,2880.0,21556.920000000002,18.0,6336500.0,1.0
8599,,0.0,10.0,58.86,57.69,,,1.9509999999999998,1.0,0.0,16.0,1.0,0.0,8.0,10.0,68.36,6.0,1.0,0.0,4.0,-0.8,25.0,6.0,1.0,400.0,184.91,,410.15999999999997,2400.0,,0.0,1109460.0,1.0
12134,,2.0,-1.0,56.78,58.18,,,,0.0,0.0,5.0,2.0,0.0,9.0,-1.0,55.26,6.0,0.0,6.0,5.0,0.501,25.0,3.0,1.0,125.0,170.22,,331.56,375.0,,14.0,5106600.0,0.0
4505,3.0,0.0,9.0,64.23,62.98,0.095,-0.11800000000000001,1.001,4.0,1.0,30.0,4.0,2.0,6.0,9.0,56.92,6.0,2.0,2.0,4.0,-0.259,25.0,4.0,1.0,750.0,184.13,251.92,341.52,3000.0,32639.199999999997,0.0,11968450.0,0.0
14246,2.0,,-1.0,46.37,44.13,-0.381,0.601,,3.0,0.0,26.0,4.0,0.0,6.0,-1.0,47.1,5.0,3.0,0.0,6.0,-0.51,25.0,3.0,1.0,650.0,137.6,132.39000000000001,235.5,1950.0,18762.39,,4128000.0,0.0
4389,,1.0,,33.1,49.06,,,,4.0,2.0,16.0,8.0,,8.0,10.0,33.24,4.0,4.0,8.0,6.0,-0.755,24.0,3.0,2.0,384.0,115.4,,132.96,1152.0,,14.0,3115800.0,0.0
5849,2.0,0.0,9.0,40.52,45.24,0.82,0.18899999999999997,0.052000000000000005,0.0,1.0,7.0,2.0,0.0,7.0,9.0,44.09,4.0,1.0,0.0,2.0,0.248,26.0,4.0,2.0,182.0,129.85000000000002,135.72,176.36,728.0,10298.640000000001,0.0,908950.0000000001,0.0
2777,2.0,0.0,14.0,56.37,57.69,1.7719999999999998,1.081,1.756,2.0,1.0,7.0,2.0,0.0,7.0,9.0,52.84,6.0,4.0,0.0,3.0,,26.0,6.0,1.0,182.0,166.9,173.07,317.04,1092.0,16173.630000000001,0.0,6175300.0,1.0
2581,3.0,0.0,10.0,55.66,49.18,,,-0.898,1.0,0.0,6.0,7.0,4.0,6.0,-1.0,49.99,5.0,1.0,8.0,5.0,0.768,22.0,4.0,1.0,132.0,154.83,196.72,249.95000000000002,528.0,12506.76,0.0,3561090.0000000005,0.0
7119,2.0,1.0,16.0,60.39,55.96,1.7719999999999998,0.585,-0.898,0.0,0.0,0.0,8.0,0.0,9.0,16.0,57.57,5.0,0.0,4.0,3.0,0.528,29.0,4.0,2.0,0.0,173.92,167.88,287.85,0.0,13216.17,11.0,0.0,0.0
7289,2.0,0.0,10.0,48.54,50.29,-0.63,-1.202,,1.0,0.0,3.0,2.0,,6.0,-1.0,48.35,5.0,1.0,3.0,2.0,-0.7879999999999999,22.0,6.0,1.0,66.0,147.18,150.87,241.75,396.0,9815.5,0.0,3679500.0,0.0
8826,2.0,1.0,-1.0,54.76,71.61,-0.63,0.893,1.9509999999999998,0.0,0.0,12.0,4.0,0.0,8.0,-1.0,56.66,6.0,2.0,0.0,5.0,-0.271,26.0,6.0,1.0,312.0,183.03,214.82999999999998,339.96,1872.0,21082.019999999997,9.0,3477570.0,1.0
12029,2.0,1.0,10.0,55.36,57.56,1.7719999999999998,1.5959999999999999,1.001,1.0,2.0,0.0,8.0,0.0,8.0,10.0,57.05,6.0,3.0,0.0,3.0,,31.0,4.0,1.0,0.0,169.97,172.68,342.29999999999995,0.0,15964.380000000001,11.0,6798800.0,0.0
7432,,,,65.61,60.28,,,,,,,,,6.0,-1.0,69.62,6.0,1.0,4.0,1.0,1.0190000000000001,27.0,5.0,1.0,,195.51,,417.72,,,,6842850.0,1.0
5012,2.0,1.0,9.0,48.83,59.16,1.5330000000000001,0.331,0.618,0.0,3.0,13.0,1.0,2.0,8.0,9.0,47.91,6.0,4.0,2.0,0.0,1.037,28.0,4.0,2.0,364.0,155.89999999999998,177.48,287.46,1456.0,19062.539999999997,1.0,3897499.9999999995,0.0
10258,2.0,3.0,9.0,52.52,47.09,-0.63,-0.126,1.9509999999999998,1.0,1.0,3.0,4.0,0.0,9.0,-1.0,48.53,6.0,3.0,0.0,2.0,-0.755,26.0,6.0,1.0,78.0,148.14000000000001,141.27,291.18,468.0,12541.050000000001,18.0,888840.0000000001,1.0
14133,3.0,0.0,10.0,53.31,61.75,,,0.812,1.0,2.0,25.0,1.0,,7.0,9.0,56.39,5.0,3.0,2.0,1.0,0.495,27.0,6.0,1.0,675.0,171.45,247.0,281.95,4050.0,27505.4,0.0,12858750.0,1.0
4780,3.0,1.0,9.0,64.43,57.19,-1.317,0.331,1.001,0.0,2.0,12.0,2.0,4.0,8.0,10.0,63.48,6.0,4.0,0.0,2.0,1.5330000000000001,30.0,6.0,1.0,360.0,185.1,228.76,380.88,2160.0,25604.88,4.0,1480800.0,1.0
6805,3.0,0.0,-1.0,59.56,51.28,1.7719999999999998,-0.9329999999999999,-0.441,,2.0,8.0,2.0,0.0,7.0,9.0,61.61,6.0,1.0,0.0,1.0,0.528,26.0,5.0,1.0,208.0,172.45,205.12,369.65999999999997,1040.0,19542.52,0.0,4311250.0,1.0
16113,3.0,2.0,-1.0,56.76,48.44,0.836,0.331,0.733,2.0,2.0,10.0,1.0,0.0,7.0,-1.0,49.87,6.0,4.0,2.0,1.0,-0.755,25.0,4.0,1.0,250.0,155.07,193.76,299.21999999999997,1000.0,17254.3,4.0,6668010.0,1.0
7405,3.0,0.0,9.0,56.0,60.52,,,1.9509999999999998,3.0,1.0,7.0,1.0,0.0,6.0,9.0,54.1,5.0,6.0,1.0,4.0,0.013999999999999999,29.0,6.0,1.0,203.0,170.62,242.08,270.5,1218.0,18452.88,0.0,6824800.0,1.0
11123,2.0,1.0,-1.0,35.64,44.38,-0.8690000000000001,-0.9329999999999999,,0.0,0.0,,,2.0,9.0,-1.0,36.38,4.0,0.0,0.0,2.0,,25.0,2.0,2.0,,116.4,133.14000000000001,145.52,,,,1513200.0,1.0
5048,2.0,3.0,9.0,44.22,43.02,-0.353,-0.672,-0.13699999999999998,2.0,1.0,,0.0,0.0,6.0,9.0,36.85,4.0,4.0,9.0,2.0,-0.755,26.0,4.0,1.0,,124.09,129.06,147.4,,,6.0,2109530.0,0.0
626,1.0,,-1.0,62.96,55.59,-0.63,-1.122,0.509,0.0,0.0,20.0,1.0,0.0,6.0,10.0,62.19,6.0,1.0,3.0,2.0,-1.033,26.0,5.0,1.0,520.0,180.74,111.18,373.14,2600.0,22278.72,,11748100.0,1.0
1185,2.0,0.0,-1.0,49.47,41.91,,-0.9329999999999999,-0.898,3.0,2.0,14.0,3.0,0.0,4.0,9.0,49.45,5.0,3.0,0.0,1.0,1.27,26.0,5.0,1.0,364.0,140.82999999999998,125.72999999999999,247.25,1820.0,14919.2,0.0,7041499.999999999,1.0
12719,,2.0,9.0,41.94,46.47,,,-0.332,0.0,1.0,,6.0,0.0,6.0,9.0,37.34,5.0,0.0,7.0,3.0,-0.755,28.0,4.0,1.0,,125.75,,186.70000000000002,,,18.0,2263500.0,0.0
10591,2.0,0.0,10.0,73.9,65.7,1.085,0.396,,1.0,5.0,9.0,4.0,0.0,7.0,9.0,65.68,6.0,5.0,0.0,3.0,1.811,27.0,6.0,1.0,243.0,205.28000000000003,197.10000000000002,394.08000000000004,1458.0,21282.480000000003,0.0,14369600.000000002,1.0
